"CustomerKey","GeographyKey","CustomerAlternateKey","Title","FirstName","MiddleName","LastName","NameStyle","BirthDate","MaritalStatus","Suffix","Gender","EmailAddress","YearlyIncome","TotalChildren","NumberChildrenAtHome","EnglishEducation","SpanishEducation","FrenchEducation","EnglishOccupation","SpanishOccupation","FrenchOccupation","HouseOwnerFlag","NumberCarsOwned","AddressLine1","AddressLine2","Phone","DateFirstPurchase","CommuteDistance"
"14261","14","AW00014261","","Meredith","S","Subram","False","1953-02-13","S","","F","meredith12@adventure-works.com","70000","2","0","Graduate Degree","Estudios de postgrado","Bac + 3","Management","Gestión","Direction","1","2","8995 Kirker Pass","","1 (11) 500 555-0118","2007-03-13","5-10 Miles"
"14262","13","AW00014262","","Jon","L","He","False","1953-11-11","M","","M","jon39@adventure-works.com","70000","2","0","Graduate Degree","Estudios de postgrado","Bac + 3","Management","Gestión","Direction","1","2","3440 Concord Ct.","","1 (11) 500 555-0153","2007-03-07","1-2 Miles"
"14263","15","AW00014263","","Nina","L","Lal","False","1954-02-24","S","","F","nina9@adventure-works.com","80000","2","0","Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual","Obrero especializado","Technicien","1","2","4753 Montanya Court","","1 (11) 500 555-0145","2007-03-05","5-10 Miles"
"14264","37","AW00014264","","Karl","R","Lal","False","1954-02-08","S","","M","karl9@adventure-works.com","80000","2","0","Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual","Obrero especializado","Technicien","0","2","960 Pansy Dr.","","1 (11) 500 555-0112","2007-03-19","1-2 Miles"
"14265","63","AW00014265","","Garrett","J","Bell","False","1975-03-17","S","","M","garrett18@adventure-works.com","30000","0","0","Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual","Obrero especializado","Technicien","1","2","5602 Claycord Avenue","","394-555-0194","2008-01-03","5-10 Miles"
"14266","609","AW00014266","","Cory","J","Patel","False","1975-05-27","M","","M","cory1@adventure-works.com","30000","0","0","Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual","Obrero especializado","Technicien","1","2","2075 Alvina Dr.","","498-555-0150","2007-08-31","5-10 Miles"
"14267","539","AW00014267","","Lauren","I","Wood","False","1975-09-13","S","","F","lauren49@adventure-works.com","30000","0","0","Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual","Obrero especializado","Technicien","0","2","7511 Cooper Dr.","","381-555-0117","2006-12-04","1-2 Miles"
"14268","300","AW00014268","","Isabella","","Roberts","False","1975-02-17","S","","F","isabella43@adventure-works.com","30000","0","0","High School","Educación secundaria","Bac + 2","Skilled Manual","Obrero especializado","Technicien","1","2","6812 Farm Bureau Rd.","","100-555-0115","2006-12-29","5-10 Miles"
"14269","300","AW00014269","","Tony","M","She","False","1975-11-19","M","","M","tony3@adventure-works.com","30000","0","0","High School","Educación secundaria","Bac + 2","Skilled Manual","Obrero especializado","Technicien","1","2","8716 San Remo Ct","","127-555-0152","2008-03-26","5-10 Miles"
"14270","331","AW00014270","","James","F","Ross","False","1975-01-25","S","","M","james19@adventure-works.com","60000","0","0","Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual","Obrero especializado","Technicien","0","2","3099 Morello Court","","154-555-0163","2006-12-23","1-2 Miles"
"14271","641","AW00014271","","Lucas","","Wright","False","1974-03-03","M","","M","lucas43@adventure-works.com","30000","0","0","High School","Educación secundaria","Bac + 2","Skilled Manual","Obrero especializado","Technicien","1","2","658 Cardinal Dr","","649-555-0138","2007-09-09","5-10 Miles"
"14272","633","AW00014272","","Sydney","","Ward","False","1974-03-03","S","","F","sydney13@adventure-works.com","30000","0","0","High School","Educación secundaria","Bac + 2","Skilled Manual","Obrero especializado","Technicien","0","2","8197 Haviland Place","","618-555-0128","2006-12-10","1-2 Miles"
"14273","361","AW00014273","","Angel","","Parker","False","1973-05-05","S","","M","angel21@adventure-works.com","60000","0","0","Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual","Obrero especializado","Technicien","0","2","6045 Holiday Hills Dr.","","815-555-0120","2008-03-09","1-2 Miles"
"14274","62","AW00014274","","Edward","D","Williams","False","1976-07-09","M","","M","edward24@adventure-works.com","60000","0","0","Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre","1","2","460 Skyline Dr","","483-555-0139","2007-10-30","5-10 Miles"
"14275","29","AW00014275","","Arthur","","Prasad","False","1955-02-02","S","","M","arthur11@adventure-works.com","80000","2","0","High School","Educación secundaria","Bac + 2","Skilled Manual","Obrero especializado","Technicien","1","2","8150 Las Trampas","","1 (11) 500 555-0113","2007-03-23","5-10 Miles"
"14276","27","AW00014276","","Melody","H","Suarez","False","1955-07-10","S","","F","melody19@adventure-works.com","80000","2","0","High School","Educación secundaria","Bac + 2","Skilled Manual","Obrero especializado","Technicien","1","2","3556 St. Geemain Lane","","1 (11) 500 555-0152","2007-03-11","5-10 Miles"
"14277","26","AW00014277","","Jerry","C","She","False","1956-04-27","S","","M","jerry0@adventure-works.com","70000","2","0","High School","Educación secundaria","Bac + 2","Skilled Manual","Obrero especializado","Technicien","0","2","4920 Orange St","","1 (11) 500 555-0129","2007-03-25","1-2 Miles"
"14278","35","AW00014278","","Olivia","J","Sanchez","False","1958-07-21","M","","F","olivia25@adventure-works.com","130000","0","1","Graduate Degree","Estudios de postgrado","Bac + 3","Management","Gestión","Direction","1","1","8958 Las Palmas","","1 (11) 500 555-0191","2008-01-20","10+ Miles"
"14279","40","AW00014279","","Taylor","","Barnes","False","1958-08-04","M","","F","taylor28@adventure-works.com","130000","0","1","Graduate Degree","Estudios de postgrado","Bac + 3","Management","Gestión","Direction","1","2","9901 East Lake Court","","1 (11) 500 555-0147","2007-03-10","0-1 Miles"
"14280","611","AW00014280","","Isaac","","Oliver","False","1973-02-15","S","","M","isaac31@adventure-works.com","80000","0","0","Bachelors","Licenciatura","Bac + 4","Management","Gestión","Direction","0","1","402 Saxon St.","","978-555-0173","2007-10-22","2-5 Miles"
"14281","68","AW00014281","","Daniel","K","Wilson","False","1973-07-06","S","","M","daniel25@adventure-works.com","80000","0","0","Bachelors","Licenciatura","Bac + 4","Management","Gestión","Direction","0","1","4609 Parkway Drive","","478-555-0188","2007-11-09","0-1 Miles"
"14282","55","AW00014282","","Brianna","H","Lewis","False","1974-03-23","S","","F","brianna20@adventure-works.com","30000","0","0","High School","Educación secundaria","Bac + 2","Professional","Profesional","Cadre","1","2","8837 Almond Avenue","","108-555-0114","2007-09-08","5-10 Miles"
"14283","542","AW00014283","","Seth","E","Simmons","False","1974-10-08","S","","M","seth63@adventure-works.com","60000","0","0","Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre","0","2","4442 Carlos Dr.","","274-555-0175","2006-12-23","1-2 Miles"
"14284","638","AW00014284","","Wyatt","M","Anderson","False","1974-06-17","S","","M","wyatt10@adventure-works.com","60000","0","0","Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre","0","2","1411 Ranch Drive","","276-555-0138","2006-12-12","1-2 Miles"
"14285","302","AW00014285","","Taylor","J","Hughes","False","1974-12-04","S","","F","taylor36@adventure-works.com","60000","0","0","Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre","0","2","1398 Yorba Linda","","124-555-0194","2006-12-01","1-2 Miles"
"14286","10","AW00014286","","Kristine","","Hernandez","False","1959-04-12","M","","F","kristine5@adventure-works.com","120000","1","2","Bachelors","Licenciatura","Bac + 4","Management","Gestión","Direction","1","3","6785 Union St.","","1 (11) 500 555-0140","2007-03-30","2-5 Miles"
"14287","13","AW00014287","","Derek","","Xie","False","1959-08-27","S","","M","derek3@adventure-works.com","150000","0","0","Graduate Degree","Estudios de postgrado","Bac + 3","Management","Gestión","Direction","1","1","5448 Contuti Avenue","","1 (11) 500 555-0162","2007-03-13","0-1 Miles"
"14288","316","AW00014288","","Christina","M","Ramirez","False","1966-03-09","S","","F","christina5@adventure-works.com","130000","0","1","Graduate Degree","Estudios de postgrado","Bac + 3","Management","Gestión","Direction","0","3","9112 Park Highlands","","628-555-0176","2006-12-02","0-1 Miles"
"14289","368","AW00014289","","Jessica","","Martinez","False","1966-08-22","S","","F","jessica65@adventure-works.com","150000","0","0","Bachelors","Licenciatura","Bac + 4","Management","Gestión","Direction","0","2","8863 San Miguel Rd.","","901-555-0112","2006-12-03","0-1 Miles"
"14290","539","AW00014290","","Jonathan","","Wilson","False","1957-03-10","S","","M","jonathan57@adventure-works.com","70000","2","0","Partial High School","Educación secundaria (en curso)","Niveau bac","Skilled Manual","Obrero especializado","Technicien","1","2","8582 Condor Dr.","","862-555-0140","2007-01-23","5-10 Miles"
"14291","59","AW00014291","","Tyler","","White","False","1957-08-20","S","","M","tyler1@adventure-works.com","70000","2","0","Partial High School","Educación secundaria (en curso)","Niveau bac","Skilled Manual","Obrero especializado","Technicien","0","2","3626 N Ranchford Court","","276-555-0179","2007-08-02","1-2 Miles"
"14292","311","AW00014292","","Isabella","","Ross","False","1957-09-28","S","","F","isabella15@adventure-works.com","70000","2","0","Partial High School","Educación secundaria (en curso)","Niveau bac","Skilled Manual","Obrero especializado","Technicien","1","2","5805 Churchill Dr.","","111-555-0122","2007-01-22","5-10 Miles"
"14293","314","AW00014293","","Kyle","S","Campbell","False","1957-02-15","M","","M","kyle37@adventure-works.com","60000","2","0","High School","Educación secundaria","Bac + 2","Professional","Profesional","Cadre","0","2","6300 Colfax Street","","372-555-0141","2008-02-19","5-10 Miles"
"14294","316","AW00014294","","Steven","L","Gray","False","1957-11-22","M","","M","steven16@adventure-works.com","60000","2","0","High School","Educación secundaria","Bac + 2","Professional","Profesional","Cadre","0","2","4880 Viewpoint Ct.","","368-555-0133","2007-10-27","1-2 Miles"
"14295","383","AW00014295","","Hannah","","Thomas","False","1957-07-14","S","","F","hannah10@adventure-works.com","60000","2","0","High School","Educación secundaria","Bac + 2","Professional","Profesional","Cadre","1","2","1737 Thomas Ave.","","514-555-0196","2007-11-29","5-10 Miles"
"14296","536","AW00014296","","Benjamin","E","Russell","False","1957-05-17","M","","M","benjamin21@adventure-works.com","60000","2","0","High School","Educación secundaria","Bac + 2","Professional","Profesional","Cadre","0","2","9088 Almaden Dr","","810-555-0131","2007-11-29","1-2 Miles"
"14297","298","AW00014297","","Kristin","","Raji","False","1957-01-12","M","","F","kristin18@adventure-works.com","70000","3","2","Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre","1","0","782 Veale Avenue","","892-555-0121","2007-01-17","5-10 Miles"
"14298","338","AW00014298","","Kaitlyn","R","Jenkins","False","1957-07-14","M","","F","kaitlyn74@adventure-works.com","70000","3","2","Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre","1","0","7496 Sunset Meadows","","955-555-0128","2007-01-16","5-10 Miles"
"14299","4","AW00014299","","Jermaine","A","Chandra","False","1967-06-11","M","","M","jermaine1@adventure-works.com","90000","2","2","Bachelors","Licenciatura","Bac + 4","Professional","Profesional","Cadre","0","1","7741 Thunderbird Dr.","","1 (11) 500 555-0192","2007-03-11","0-1 Miles"
"14300","37","AW00014300","","Colin","B","He","False","1967-02-01","S","","M","colin19@adventure-works.com","90000","4","4","Bachelors","Licenciatura","Bac + 4","Professional","Profesional","Cadre","1","0","3144 Via Rerrari","","1 (11) 500 555-0196","2007-03-18","1-2 Miles"
"14301","13","AW00014301","","Ruben","B","Vazquez","False","1962-03-17","M","","M","ruben38@adventure-works.com","70000","1","0","Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual","Obrero especializado","Technicien","1","1","5678 Mcelroy Court","","1 (11) 500 555-0162","2007-03-05","5-10 Miles"
"14302","20","AW00014302","","April","","Beck","False","1962-07-15","S","","F","april16@adventure-works.com","70000","1","0","Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual","Obrero especializado","Technicien","1","1","2354 Caravelle Ct","","1 (11) 500 555-0144","2007-03-01","5-10 Miles"
"14303","13","AW00014303","","Briana","J","Ramos","False","1962-06-20","M","","F","briana14@adventure-works.com","60000","1","0","Bachelors","Licenciatura","Bac + 4","Professional","Profesional","Cadre","1","1","2944 Shuey Ave.","","1 (11) 500 555-0174","2007-03-23","0-1 Miles"
"14304","35","AW00014304","","Jacquelyn","","Jimenez","False","1962-02-15","M","","F","jacquelyn5@adventure-works.com","60000","1","0","Bachelors","Licenciatura","Bac + 4","Professional","Profesional","Cadre","1","1","8102 Birch Bark Road","","1 (11) 500 555-0122","2007-03-30","0-1 Miles"
"14305","4","AW00014305","","Brendan","L","Shen","False","1962-07-11","M","","M","brendan2@adventure-works.com","60000","1","0","Bachelors","Licenciatura","Bac + 4","Professional","Profesional","Cadre","1","1","8396 Vista Way","","1 (11) 500 555-0162","2007-03-23","0-1 Miles"
"14306","31","AW00014306","","Byron","","Ramos","False","1961-05-08","M","","M","byron11@adventure-works.com","60000","1","0","Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual","Obrero especializado","Technicien","1","1","6046 Freya Way","","1 (11) 500 555-0192","2007-03-08","0-1 Miles"
"14307","3","AW00014307","","Ross","E","Perez","False","1961-06-05","M","","M","ross20@adventure-works.com","60000","1","0","Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual","Obrero especializado","Technicien","1","1","2816 Hemlock Drive","","1 (11) 500 555-0198","2007-08-23","5-10 Miles"
"14308","5","AW00014308","","Marie","A","Ramos","False","1966-08-27","S","","F","marie41@adventure-works.com","100000","0","0","Bachelors","Licenciatura","Bac + 4","Professional","Profesional","Cadre","0","1","5704 Laverne Avenue","","1 (11) 500 555-0126","2007-03-18","2-5 Miles"
"14309","30","AW00014309","","Orlando","","Sanz","False","1966-05-09","S","","M","orlando20@adventure-works.com","110000","0","0","Graduate Degree","Estudios de postgrado","Bac + 3","Management","Gestión","Direction","0","2","1306 Kaski Ln","","1 (11) 500 555-0181","2007-08-29","1-2 Miles"
"14310","14","AW00014310","","Jon","O","Zeng","False","1966-07-22","S","","M","jon42@adventure-works.com","110000","0","0","Graduate Degree","Estudios de postgrado","Bac + 3","Management","Gestión","Direction","0","2","6327 Mount Olivet Ct.","","1 (11) 500 555-0166","2007-03-21","0-1 Miles"
"14311","18","AW00014311","","Erik","M","Alvarez","False","1966-04-14","S","","M","erik6@adventure-works.com","110000","0","0","Graduate Degree","Estudios de postgrado","Bac + 3","Management","Gestión","Direction","0","3","2348 Polaris Dr.","","1 (11) 500 555-0110","2007-09-07","1-2 Miles"
"14312","21","AW00014312","","Claudia","A","Lin","False","1960-10-26","M","","F","claudia6@adventure-works.com","60000","1","0","Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual","Obrero especializado","Technicien","1","1","3153 Glaze Ct","","1 (11) 500 555-0157","2007-08-22","5-10 Miles"
"14313","13","AW00014313","","Christian","L","Smith","False","1960-10-14","M","","M","christian30@adventure-works.com","60000","1","0","Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual","Obrero especializado","Technicien","1","1","5248 Gladstone Drive","","1 (11) 500 555-0117","2008-02-10","5-10 Miles"
"14314","31","AW00014314","","Katherine","R","Cooper","False","1965-01-16","M","","F","katherine12@adventure-works.com","80000","5","5","Bachelors","Licenciatura","Bac + 4","Professional","Profesional","Cadre","1","4","7728 Condor Place","","1 (11) 500 555-0174","2007-12-22","0-1 Miles"
"14315","27","AW00014315","","Carl","","Chander","False","1964-07-04","S","","M","carl15@adventure-works.com","70000","0","0","Bachelors","Licenciatura","Bac + 4","Professional","Profesional","Cadre","0","1","4264 C Street","","1 (11) 500 555-0131","2007-10-24","5-10 Miles"
"14316","2","AW00014316","","Leonard","","Anand","False","1962-01-07","M","","M","leonard24@adventure-works.com","60000","1","0","Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual","Obrero especializado","Technicien","1","1","2786 Class Avenue","","1 (11) 500 555-0161","2007-03-03","0-1 Miles"
"14317","6","AW00014317","","Steve","","Liang","False","1962-08-22","S","","M","steve19@adventure-works.com","70000","5","4","Bachelors","Licenciatura","Bac + 4","Professional","Profesional","Cadre","1","2","3787 Browse St","","1 (11) 500 555-0138","2007-08-09","5-10 Miles"
"14318","26","AW00014318","","Seth","R","Rogers","False","1962-10-18","M","","M","seth90@adventure-works.com","70000","5","4","Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual","Obrero especializado","Technicien","1","2","1440 Azores Circle","","1 (11) 500 555-0139","2007-09-12","5-10 Miles"
"14319","40","AW00014319","","Renee","L","Sanz","False","1962-12-25","M","","F","renee18@adventure-works.com","70000","5","4","Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual","Obrero especializado","Technicien","1","2","8838 Kirker Pass Road","","1 (11) 500 555-0165","2008-01-02","5-10 Miles"
"14320","30","AW00014320","","Amy","","Hu","False","1961-02-04","M","","F","amy27@adventure-works.com","70000","5","4","Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual","Obrero especializado","Technicien","1","3","9362 Akyn Rock Drive","","1 (11) 500 555-0146","2008-01-19","5-10 Miles"
"14321","39","AW00014321","","Jackson","","Evans","False","1958-10-26","M","","M","jackson30@adventure-works.com","80000","5","4","Bachelors","Licenciatura","Bac + 4","Professional","Profesional","Cadre","1","2","7078 Kenston Dr.","","1 (11) 500 555-0136","2008-05-17","1-2 Miles"
"14322","2","AW00014322","","Sydney","","Thomas","False","1958-07-10","S","","F","sydney74@adventure-works.com","90000","2","0","Bachelors","Licenciatura","Bac + 4","Management","Gestión","Direction","1","1","3242 Coralie Drive","","1 (11) 500 555-0177","2007-03-04","2-5 Miles"
"14323","14","AW00014323","","Colin","","Tang","False","1957-09-20","S","","M","colin27@adventure-works.com","70000","1","0","Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual","Obrero especializado","Technicien","0","1","8783 Blocking Ct","","1 (11) 500 555-0138","2007-03-17","0-1 Miles"
"14324","38","AW00014324","","Jessie","","Alvarez","False","1957-03-10","S","","F","jessie2@adventure-works.com","70000","1","0","Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual","Obrero especializado","Technicien","1","1","9351 W Lake Drive","","1 (11) 500 555-0184","2007-03-08","5-10 Miles"
"14325","35","AW00014325","","Crystal","L","Li","False","1957-07-05","S","","F","crystal5@adventure-works.com","70000","1","0","Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual","Obrero especializado","Technicien","1","1","9676 Hidden Lakes Court","","1 (11) 500 555-0135","2007-03-28","5-10 Miles"
"14326","27","AW00014326","","Joe","A","Perez","False","1957-04-02","S","","M","joe23@adventure-works.com","70000","1","0","Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual","Obrero especializado","Technicien","1","1","8703 Carleton Street","","1 (11) 500 555-0189","2007-03-08","5-10 Miles"
"14327","315","AW00014327","","Kyle","B","Butler","False","1976-02-19","S","","M","kyle9@adventure-works.com","30000","0","0","High School","Educación secundaria","Bac + 2","Skilled Manual","Obrero especializado","Technicien","0","2","4844 Spring Water St","","781-555-0134","2008-05-21","0-1 Miles"
"14328","64","AW00014328","","Andrea","L","Rogers","False","1976-08-08","S","","F","andrea19@adventure-works.com","30000","0","0","High School","Educación secundaria","Bac + 2","Skilled Manual","Obrero especializado","Technicien","0","2","9669 Cynthia Dr.","","830-555-0152","2007-08-26","0-1 Miles"
"14329","301","AW00014329","","Holly","","Sanchez","False","1976-01-20","S","","F","holly18@adventure-works.com","30000","0","0","High School","Educación secundaria","Bac + 2","Skilled Manual","Obrero especializado","Technicien","0","2","2157 Clark Creek Lane","","617-555-0150","2007-08-01","0-1 Miles"
"14330","66","AW00014330","","Matthew","","Harris","False","1976-10-05","M","","M","matthew19@adventure-works.com","40000","0","0","High School","Educación secundaria","Bac + 2","Skilled Manual","Obrero especializado","Technicien","1","2","7554 Lakeview Pl.","","192-555-0119","2007-11-15","5-10 Miles"
"14331","545","AW00014331","","Timothy","","Murphy","False","1980-02-24","S","","M","timothy16@adventure-works.com","30000","0","0","High School","Educación secundaria","Bac + 2","Skilled Manual","Obrero especializado","Technicien","1","2","7541 B Wildbrook Ct.","","919-555-0148","2008-03-26","5-10 Miles"
"14332","54","AW00014332","","Jade","I","Rogers","False","1980-04-21","S","","F","jade15@adventure-works.com","30000","0","0","High School","Educación secundaria","Bac + 2","Skilled Manual","Obrero especializado","Technicien","0","2","5010 C Mt. Hood Circle","","974-555-0128","2007-12-08","5-10 Miles"
"14333","611","AW00014333","","Bobby","L","Suri","False","1980-04-04","S","","M","bobby2@adventure-works.com","30000","0","0","Partial High School","Educación secundaria (en curso)","Niveau bac","Clerical","Administrativo","Employé","0","2","2312 Richard Ave.","","312-555-0136","2008-05-30","5-10 Miles"
"14334","644","AW00014334","","Patrick","M","Murphy","False","1980-07-25","M","","M","patrick20@adventure-works.com","40000","0","0","High School","Educación secundaria","Bac + 2","Skilled Manual","Obrero especializado","Technicien","0","2","746 Whiteaben Drive","","276-555-0144","2007-01-25","0-1 Miles"
"14335","644","AW00014335","","Allison","L","Cox","False","1978-09-13","M","","F","allison9@adventure-works.com","40000","0","0","High School","Educación secundaria","Bac + 2","Skilled Manual","Obrero especializado","Technicien","1","2","5896 Northpoint Ct","","774-555-0160","2007-01-01","5-10 Miles"
"14336","536","AW00014336","","Gabriel","","Baker","False","1978-08-07","M","","M","gabriel38@adventure-works.com","40000","0","0","High School","Educación secundaria","Bac + 2","Skilled Manual","Obrero especializado","Technicien","1","2","4983 Hilltop Road","","952-555-0197","2007-01-07","5-10 Miles"
"14337","546","AW00014337","","Olivia","","Coleman","False","1978-03-01","S","","F","olivia51@adventure-works.com","40000","0","0","High School","Educación secundaria","Bac + 2","Skilled Manual","Obrero especializado","Technicien","0","2","5759 Benton Street","","113-555-0111","2007-02-04","0-1 Miles"
"14338","49","AW00014338","","Natalie","M","Taylor","False","1978-05-25","M","","F","natalie76@adventure-works.com","40000","0","0","High School","Educación secundaria","Bac + 2","Skilled Manual","Obrero especializado","Technicien","0","2","5033 N. 8th St.","","932-555-0165","2007-11-18","0-1 Miles"
"14339","298","AW00014339","","Brandy","","Suri","False","1977-12-02","S","","F","brandy18@adventure-works.com","30000","0","0","Partial High School","Educación secundaria (en curso)","Niveau bac","Clerical","Administrativo","Employé","0","2","2082 S. Bascom Ave.","","121-555-0111","2007-08-16","0-1 Miles"
"14340","548","AW00014340","","Miranda","D","Butler","False","1977-04-01","S","","F","miranda14@adventure-works.com","40000","0","0","High School","Educación secundaria","Bac + 2","Skilled Manual","Obrero especializado","Technicien","1","2","4554 Bates Court","","414-555-0179","2008-07-08","5-10 Miles"
"14341","52","AW00014341","","Sean","","Sanders","False","1979-10-23","M","","M","sean10@adventure-works.com","30000","0","0","Partial High School","Educación secundaria (en curso)","Niveau bac","Clerical","Administrativo","Employé","0","2","9306 Cleveland Road","","514-555-0114","2008-01-11","0-1 Miles"
"14342","607","AW00014342","","Beth","L","Ruiz","False","1979-03-26","S","","F","beth4@adventure-works.com","40000","0","0","High School","Educación secundaria","Bac + 2","Skilled Manual","Obrero especializado","Technicien","0","2","835 Magic Dr.","","190-555-0177","2007-02-01","0-1 Miles"
"14343","539","AW00014343","","Xavier","","Turner","False","1979-07-24","M","","M","xavier37@adventure-works.com","40000","0","0","High School","Educación secundaria","Bac + 2","Skilled Manual","Obrero especializado","Technicien","1","2","5484 Viking Dr","","155-555-0151","2007-02-19","5-10 Miles"
"14344","23","AW00014344","","Kurt","A","Xie","False","1939-09-21","S","","M","kurt2@adventure-works.com","30000","2","0","Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","1","2","7614 Heron Ct","","1 (11) 500 555-0137","2007-10-21","5-10 Miles"
"14345","32","AW00014345","","Kristi","","Rodriguez","False","1940-02-09","M","","F","kristi37@adventure-works.com","40000","2","0","Bachelors","Licenciatura","Bac + 4","Management","Gestión","Direction","0","2","9519 Mountain View Drive","","1 (11) 500 555-0195","2007-03-03","0-1 Miles"
"14346","4","AW00014346","","Evelyn","","Perez","False","1941-06-01","S","","F","evelyn21@adventure-works.com","40000","2","0","Bachelors","Licenciatura","Bac + 4","Management","Gestión","Direction","1","2","1297 Zulu Court","","1 (11) 500 555-0114","2007-03-30","5-10 Miles"
"14347","7","AW00014347","","Tara","I","Goel","False","1941-05-17","S","","F","tara20@adventure-works.com","40000","2","0","Bachelors","Licenciatura","Bac + 4","Management","Gestión","Direction","1","2","5634 Blue Ridge Drive","","1 (11) 500 555-0113","2007-03-26","5-10 Miles"
"14348","13","AW00014348","","Alex","T","Scott","False","1942-11-16","M","","M","alex44@adventure-works.com","60000","2","0","Graduate Degree","Estudios de postgrado","Bac + 3","Management","Gestión","Direction","1","1","105 Clark Creek Lane","","1 (11) 500 555-0184","2007-03-08","5-10 Miles"
"14349","546","AW00014349","","Nicole","","Griffin","False","1976-05-11","M","","F","nicole70@adventure-works.com","40000","0","0","High School","Educación secundaria","Bac + 2","Skilled Manual","Obrero especializado","Technicien","1","2","6111 Guadalajara","","381-555-0139","2008-03-14","5-10 Miles"
"14350","547","AW00014350","","Emily","W","Moore","False","1976-06-08","S","","F","emily8@adventure-works.com","40000","0","0","High School","Educación secundaria","Bac + 2","Skilled Manual","Obrero especializado","Technicien","0","2","104 Kaski Ln.","","355-555-0139","2008-03-21","1-2 Miles"
"14351","299","AW00014351","","Riley","","Gray","False","1976-02-02","S","","F","riley25@adventure-works.com","40000","0","0","Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual","Obrero especializado","Technicien","1","1","7906 Star Tree Court","","399-555-0190","2007-09-21","5-10 Miles"
"14352","626","AW00014352","","Melissa","","Butler","False","1975-03-18","S","","F","melissa9@adventure-works.com","40000","0","0","High School","Educación secundaria","Bac + 2","Skilled Manual","Obrero especializado","Technicien","0","2","206 Greenview Court","","990-555-0186","2008-01-11","1-2 Miles"
"14353","68","AW00014353","","Erin","I","Reed","False","1975-06-15","S","","F","erin24@adventure-works.com","40000","0","0","High School","Educación secundaria","Bac + 2","Skilled Manual","Obrero especializado","Technicien","0","2","3866 Mt. Everest Court","","791-555-0118","2007-09-17","1-2 Miles"
"14354","358","AW00014354","","Seth","","Green","False","1974-07-28","S","","M","seth32@adventure-works.com","30000","0","0","Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual","Obrero especializado","Technicien","0","1","8206 H Street","","153-555-0188","2007-02-25","1-2 Miles"
"14355","543","AW00014355","","Ian","","King","False","1973-11-11","M","","M","ian25@adventure-works.com","60000","0","0","Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual","Obrero especializado","Technicien","1","1","9199 Park Glenn","","988-555-0130","2007-02-15","5-10 Miles"
"14356","361","AW00014356","","Isabella","A","Baker","False","1967-07-19","S","","F","isabella47@adventure-works.com","100000","0","0","Bachelors","Licenciatura","Bac + 4","Management","Gestión","Direction","1","2","8473 Larkwood Ct.","","343-555-0155","2007-02-24","1-2 Miles"
"14357","368","AW00014357","","Dalton","M","Collins","False","1967-07-13","M","","M","dalton45@adventure-works.com","100000","1","0","Bachelors","Licenciatura","Bac + 4","Management","Gestión","Direction","1","2","7538 Sherry Circle","","342-555-0162","2007-02-27","1-2 Miles"
"14358","623","AW00014358","","Amanda","A","Watson","False","1967-12-22","M","","F","amanda18@adventure-works.com","100000","1","0","Bachelors","Licenciatura","Bac + 4","Management","Gestión","Direction","1","2","2097 Bluetail","","132-555-0148","2008-01-30","0-1 Miles"
"14359","53","AW00014359","","Eduardo","R","Henderson","False","1968-11-02","M","","M","eduardo49@adventure-works.com","90000","4","4","Bachelors","Licenciatura","Bac + 4","Management","Gestión","Direction","1","1","9754 Olivera","","911-555-0117","2007-08-14","0-1 Miles"
